"location","reference_date","horizon","target_end_date","target","output_type","output_type_id","value"
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.025",882
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.1",1183
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.2",1371
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.3",1507
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.4",1620
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.5",1724
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.6",1828
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.7",1941
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.8",2079
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.9",2266
"US",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.975",2562
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.025",697
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.1",1060
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.2",1289
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.3",1452
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.4",1594
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.5",1724
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.6",1853
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.7",1993
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.8",2157
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.9",2390
"US",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.975",2755
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.025",50
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.1",71
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.2",78
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.3",83
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.4",87
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.5",91
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.6",95
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.7",99
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.8",104
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.9",112
"01",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.975",132
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.025",43
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.1",64
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.2",74
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.3",81
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.4",86
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.5",91
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.6",96
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.7",101
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.8",108
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.9",118
"01",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.975",139
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.025",0
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.1",0
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.2",0
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.3",0
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.4",0
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.5",0
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.6",1
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.7",2
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.8",4
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.9",6
"02",2022-10-22,1,2022-10-29,"wk inc flu hosp","quantile","0.975",13
"02",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.025",0
"02",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.1",0
"02",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.2",0
"02",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.3",0
"02",2022-10-22,2,2022-11-05,"wk inc flu hosp","quantile","0.4",0
